date,sunriseTime,sunsetTime,temperatureMin,temperatureMax,moonPhase,icon,summary
2014-03-05,06:36:28,18:06:17,21.74,45.43,0.16,clear-day,Clear throughout the day.
2014-03-06,06:34:58,18:07:18,25.11,34.57,0.19,clear-day,Clear throughout the day.
2014-03-07,06:33:27,18:08:19,30.78,44.48,0.22,clear-day,Clear throughout the day.
2014-03-08,06:31:56,18:09:20,30.86,63.63,0.25,clear-day,Clear throughout the day.
2014-03-09,07:30:24,19:10:21,41.55,49.7,0.29,clear-day,Clear throughout the day.
2014-03-10,07:28:52,19:11:21,39.24,59.52,0.31,clear-day,Clear throughout the day.
2014-03-11,07:27:20,19:12:21,43.97,70.93,0.34,clear-day,Clear throughout the day.
2014-03-12,07:25:47,19:13:20,37.42,66.72,0.37,rain,Heavy rain and breezy starting in the evening.
2014-03-13,07:24:13,19:14:20,23.04,34.86,0.4,snow,Breezy until afternoon and mixed precipitation (1-2 in. of snow) until evening.
2014-03-14,07:22:40,19:15:19,27.79,57.65,0.43,clear-day,Clear throughout the day.
2014-03-15,07:21:06,19:16:18,49.89,66.65,0.46,clear-day,Clear throughout the day.
2014-03-16,07:19:31,19:17:16,29.72,48.2,0.49,snow,Snow (1-2 in.) starting in the evening.
2014-03-17,07:17:57,19:18:15,25.82,31,0.53,snow,Snow (1-2 in.) until evening.
2014-03-18,07:16:22,19:19:13,30.87,42.12,0.56,clear-day,Clear throughout the day.
2014-03-19,07:14:47,19:20:11,36.41,41.91,0.59,rain,"Rain starting in the afternoon, continuing until evening."
2014-03-20,07:13:12,19:21:09,41.91,58.51,0.63,rain,Light rain until afternoon.
2014-03-21,07:11:37,19:22:07,41.74,54.7,0.67,clear-day,Clear throughout the day.
2014-03-22,07:10:02,19:23:04,41.48,70.55,0.7,clear-day,Clear throughout the day.
2014-03-23,07:08:26,19:24:02,37.4,51.54,0.74,clear-day,Clear throughout the day.
2014-03-24,07:06:51,19:24:59,25.53,40.02,0.78,clear-day,Clear throughout the day.
2014-03-25,07:05:16,19:25:57,30.02,35.01,0.81,rain,Light rain in the morning and afternoon.
2014-03-26,07:03:41,19:26:54,29.82,36.86,0.85,snow,Snow (under 1 in.) and breezy until afternoon.
2014-03-27,07:02:06,19:27:51,26.39,51.17,0.89,clear-day,Clear throughout the day.
2014-03-28,07:00:31,19:28:48,43.04,66.74,0.93,rain,Light rain in the afternoon.
2014-03-29,06:58:56,19:29:45,54.49,61.42,0.96,rain,Rain in the morning and afternoon.
2014-03-30,06:57:21,19:30:43,35.72,54.95,0.99,rain,Rain throughout the day.
2014-03-31,06:55:47,19:31:40,42.29,66,0.04,clear-day,Clear throughout the day.
2014-04-01,06:54:13,19:32:37,41.94,64.59,0.07,clear-day,Clear throughout the day.
2014-04-02,06:52:39,19:33:34,43.5,65.59,0.1,partly-cloudy-day,Partly cloudy until afternoon.
2014-04-03,06:51:06,19:34:31,51.94,66.5,0.14,clear-day,Clear throughout the day.
2014-04-04,06:49:32,19:35:28,49.23,61.33,0.17,rain,Light rain overnight.
2014-04-05,06:48:00,19:36:25,46.96,56.61,0.2,partly-cloudy-night,Partly cloudy in the morning.
2014-04-06,06:46:28,19:37:23,36.49,59.22,0.23,clear-day,Clear throughout the day.
2014-04-07,06:44:56,19:38:20,41.75,53.07,0.26,rain,"Rain until evening, starting again overnight."
2014-04-08,06:43:24,19:39:17,50.16,64.08,0.29,partly-cloudy-day,Partly cloudy until afternoon.
2014-04-09,06:41:54,19:40:15,42.73,65.95,0.32,clear-day,Clear throughout the day.
2014-04-10,06:40:23,19:41:12,42.68,70.3,0.35,clear-day,Clear throughout the day.
2014-04-11,06:38:54,19:42:10,60.59,79.12,0.38,clear-day,Clear throughout the day.
2014-04-12,06:37:25,19:43:08,56.26,74.75,0.41,clear-day,Clear throughout the day.
2014-04-13,06:35:56,19:44:05,54.22,83.33,0.44,clear-day,Clear throughout the day.
2014-04-14,06:34:28,19:45:03,64.77,77.34,0.48,rain,Breezy in the afternoon and light rain overnight.
2014-04-15,06:33:01,19:46:01,36.64,69.51,0.51,rain,Heavy rain in the morning and afternoon.
2014-04-16,06:31:35,19:46:59,33.54,50.11,0.54,clear-day,Clear throughout the day.
2014-04-17,06:30:10,19:47:58,36.37,53.94,0.58,clear-day,Clear throughout the day.
2014-04-18,06:28:45,19:48:56,38.51,54.33,0.61,clear-day,Clear throughout the day.
2014-04-19,06:27:21,19:49:54,44.58,69.89,0.65,clear-day,Clear throughout the day.
2014-04-20,06:25:58,19:50:53,48.51,62.7,0.69,clear-day,Clear throughout the day.
2014-04-21,06:24:36,19:51:51,41.38,69.56,0.73,clear-day,Clear throughout the day.
2014-04-22,06:23:15,19:52:50,51.73,70.72,0.76,rain,Light rain in the afternoon and evening.
2014-04-23,06:21:54,19:53:48,50.19,61.51,0.8,wind,Breezy until afternoon.
2014-04-24,06:20:35,19:54:47,44.91,64.68,0.84,clear-day,Clear throughout the day.
2014-04-25,06:19:17,19:55:46,47.16,66.79,0.88,rain,Rain in the evening.
2014-04-26,06:17:59,19:56:44,51.79,76.06,0.91,clear-day,Clear throughout the day.
2014-04-27,06:16:43,19:57:43,50.08,67.45,0.95,clear-day,Clear throughout the day.
2014-04-28,06:15:28,19:58:42,50.46,61.11,0.98,rain,Light rain starting in the evening.
2014-04-29,06:14:14,19:59:40,47.83,50.97,0.02,rain,Heavy rain throughout the day.
2014-04-30,06:13:01,20:00:39,50.86,66.47,0.05,rain,Heavy rain until evening.
2014-05-01,06:11:49,20:01:38,59.33,76.47,0.08,rain,Rain in the morning.
2014-05-02,06:10:38,20:02:36,53.94,69.37,0.12,partly-cloudy-day,Partly cloudy until evening.
2014-05-03,06:09:29,20:03:35,54.74,72.99,0.15,partly-cloudy-day,Partly cloudy until evening.
2014-05-04,06:08:21,20:04:33,52.83,78.24,0.18,partly-cloudy-day,Partly cloudy in the afternoon.
2014-05-05,06:07:14,20:05:31,48.9,64.46,0.21,rain,Rain starting in the evening.
2014-05-06,06:06:08,20:06:29,52.29,73.08,0.24,clear-day,Clear throughout the day.
2014-05-07,06:05:04,20:07:27,53.18,63.67,0.27,rain,Rain in the afternoon.
2014-05-08,06:04:01,20:08:25,56.83,86.26,0.3,partly-cloudy-day,Partly cloudy in the morning.
2014-05-09,06:03:00,20:09:22,60.67,74.9,0.33,partly-cloudy-day,Mostly cloudy until afternoon.
2014-05-10,06:01:59,20:10:19,67.23,77.17,0.36,rain,Rain in the afternoon.
2014-05-11,06:01:01,20:11:16,61.78,80.95,0.39,clear-day,Clear throughout the day.
2014-05-12,06:00:03,20:12:13,61.85,85.88,0.42,rain,Rain in the evening.
2014-05-13,05:59:07,20:13:09,67.41,89.24,0.46,partly-cloudy-night,Partly cloudy overnight.
2014-05-14,05:58:13,20:14:05,59.89,65.91,0.49,clear-day,Clear throughout the day.
2014-05-15,05:57:20,20:15:00,65.53,80.38,0.53,rain,Heavy rain in the evening and overnight.
2014-05-16,05:56:29,20:15:55,54.84,71.74,0.57,rain,Heavy rain in the morning.
2014-05-17,05:55:39,20:16:49,52.28,67.32,0.6,partly-cloudy-day,Partly cloudy until evening.
2014-05-18,05:54:51,20:17:43,53.22,66.59,0.64,partly-cloudy-day,Partly cloudy until evening.
2014-05-19,05:54:04,20:18:36,48.37,72.25,0.68,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening"
2014-05-20,05:53:19,20:19:29,54.38,76.2,0.72,partly-cloudy-night,Partly cloudy starting in the evening.
2014-05-21,05:52:35,20:20:21,62.1,78.12,0.75,rain,Rain in the evening.
2014-05-22,05:51:54,20:21:12,64.73,86.05,0.79,partly-cloudy-day,Partly cloudy in the afternoon.
2014-05-23,05:51:14,20:22:03,59.39,78.08,0.83,partly-cloudy-day,Partly cloudy until evening.
2014-05-24,05:50:35,20:22:53,56.51,75.57,0.86,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening"
2014-05-25,05:49:58,20:23:42,57.87,81.21,0.9,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-05-26,05:49:23,20:24:30,61.46,86.51,0.93,clear-day,Clear throughout the day.
2014-05-27,05:48:50,20:25:17,66.55,90.08,0.97,rain,Heavy rain in the evening.
2014-05-28,05:48:19,20:26:04,62.42,85.9,0.01,rain,Rain overnight.
2014-05-29,05:47:49,20:26:49,56.27,61.2,0.03,rain,"Rain starting in the afternoon, continuing until evening."
2014-05-30,05:47:21,20:27:33,57.75,74.08,0.07,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-05-31,05:46:54,20:28:17,60.7,79.11,0.1,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-06-01,05:46:30,20:28:59,56.39,75.5,0.13,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-06-02,05:46:07,20:29:40,56.75,79.85,0.16,partly-cloudy-night,Partly cloudy overnight.
2014-06-03,05:45:46,20:30:20,66.26,84.57,0.19,rain,Light rain in the afternoon.
2014-06-04,05:45:27,20:30:59,68.83,86.98,0.22,rain,Rain overnight.
2014-06-05,05:45:10,20:31:36,64.97,79.25,0.25,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-06-06,05:44:55,20:32:13,61.67,78.7,0.28,clear-day,Clear throughout the day.
2014-06-07,05:44:41,20:32:48,60.71,83.5,0.31,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-06-08,05:44:29,20:33:21,64.25,82.93,0.34,rain,Rain overnight.
2014-06-09,05:44:19,20:33:53,69.54,82.82,0.37,partly-cloudy-day,Partly cloudy throughout the day.
2014-06-10,05:44:11,20:34:24,73.54,85.26,0.41,rain,Heavy rain until afternoon.
2014-06-11,05:44:05,20:34:53,71.44,84.98,0.44,rain,Rain in the morning and evening.
2014-06-12,05:44:00,20:35:21,70.45,77.69,0.48,rain,"Light rain starting in the afternoon, continuing until evening."
2014-06-13,05:43:58,20:35:47,71.76,81.39,0.52,rain,Rain in the afternoon.
2014-06-14,05:43:57,20:36:12,66.41,75.57,0.56,partly-cloudy-day,Partly cloudy until afternoon.
2014-06-15,05:43:58,20:36:35,59.19,82.22,0.59,clear-day,Clear throughout the day.
2014-06-16,05:44:00,20:36:57,65.88,88.42,0.63,partly-cloudy-day,Partly cloudy in the afternoon.
2014-06-17,05:44:05,20:37:17,71.92,92.8,0.67,partly-cloudy-day,Partly cloudy in the afternoon.
2014-06-18,05:44:11,20:37:35,78.35,93.38,0.71,partly-cloudy-night,Partly cloudy overnight.
2014-06-19,05:44:19,20:37:51,73.14,84.1,0.74,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-06-20,05:44:29,20:38:06,68.45,83.56,0.78,clear-day,Clear throughout the day.
2014-06-21,05:44:40,20:38:19,68.85,72.94,0.81,rain,Rain in the morning.
2014-06-22,05:44:53,20:38:30,66.97,80.88,0.85,rain,Light rain in the morning.
2014-06-23,05:45:08,20:38:40,65.58,82.59,0.88,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-06-24,05:45:24,20:38:48,66.96,85.3,0.92,partly-cloudy-night,Partly cloudy in the morning.
2014-06-25,05:45:42,20:38:54,73.35,87.54,0.95,rain,Heavy rain overnight.
2014-06-26,05:46:02,20:38:58,73.26,87.04,0.98,partly-cloudy-day,Partly cloudy until evening.
2014-06-27,05:46:23,20:39:00,71.45,84.77,0.02,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-06-28,05:46:45,20:39:00,66.36,84.25,0.05,clear-day,Clear throughout the day.
2014-06-29,05:47:10,20:38:59,66.82,84.73,0.08,partly-cloudy-night,Partly cloudy overnight.
2014-06-30,05:47:35,20:38:56,70.93,86.13,0.11,partly-cloudy-day,Mostly cloudy in the morning.
2014-07-01,05:48:02,20:38:51,74.18,91.17,0.13,clear-day,Clear throughout the day.
2014-07-02,05:48:31,20:38:44,78.53,95.27,0.16,rain,Rain overnight.
2014-07-03,05:49:01,20:38:35,73.55,89.1,0.2,rain,Rain starting in the evening.
2014-07-04,05:49:32,20:38:24,69.89,80.6,0.23,wind,"Partly cloudy until afternoon and breezy starting in the afternoon, continuing until evening."
2014-07-05,05:50:05,20:38:11,62.47,82.97,0.26,clear-day,Clear throughout the day.
2014-07-06,05:50:39,20:37:57,63.44,86.61,0.29,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-07-07,05:51:14,20:37:41,73.35,91.42,0.33,clear-day,Clear throughout the day.
2014-07-08,05:51:50,20:37:22,71.78,93.42,0.36,rain,Rain starting in the evening.
2014-07-09,05:52:27,20:37:02,71.98,86.86,0.4,rain,Light rain in the evening.
2014-07-10,05:53:06,20:36:40,70.74,84.19,0.43,rain,Heavy rain starting in the evening.
2014-07-11,05:53:46,20:36:17,68.55,85.18,0.47,partly-cloudy-day,Partly cloudy until afternoon.
2014-07-12,05:54:26,20:35:51,71.04,89,0.52,clear-day,Clear throughout the day.
2014-07-13,05:55:08,20:35:24,74.55,91.97,0.55,partly-cloudy-day,Partly cloudy until evening.
2014-07-14,05:55:51,20:34:55,75.24,90.31,0.58,rain,Rain in the evening.
2014-07-15,05:56:34,20:34:24,72.33,87.21,0.62,rain,Heavy rain in the afternoon and evening.
2014-07-16,05:57:19,20:33:51,70.43,79.84,0.66,partly-cloudy-day,Partly cloudy in the morning.
2014-07-17,05:58:04,20:33:16,65.74,81.24,0.69,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-07-18,05:58:50,20:32:40,65.94,83.29,0.73,partly-cloudy-night,Partly cloudy in the morning.
2014-07-19,05:59:37,20:32:02,71.69,81.48,0.77,partly-cloudy-night,Partly cloudy in the evening.
2014-07-20,06:00:25,20:31:22,71.75,81.63,0.8,partly-cloudy-day,Partly cloudy until afternoon.
2014-07-21,06:01:13,20:30:41,71.62,83.19,0.83,partly-cloudy-day,Partly cloudy until evening.
2014-07-22,06:02:02,20:29:57,72.23,85.73,0.87,partly-cloudy-day,Partly cloudy until afternoon.
2014-07-23,06:02:52,20:29:13,73.67,91.74,0.9,partly-cloudy-day,Partly cloudy in the morning.
2014-07-24,06:03:42,20:28:26,71.56,80.53,0.93,partly-cloudy-night,Partly cloudy in the morning.
2014-07-25,06:04:33,20:27:38,62.86,83.54,0.96,clear-day,Clear throughout the day.
2014-07-26,06:05:24,20:26:48,70.31,86.65,0.98,partly-cloudy-day,Partly cloudy in the morning.
2014-07-27,06:06:16,20:25:57,72.68,84.21,0.03,rain,Rain in the morning and overnight.
2014-07-28,06:07:08,20:25:04,72.44,83.46,0.05,wind,Partly cloudy starting in the afternoon and breezy in the evening.
2014-07-29,06:08:01,20:24:10,65.27,75.72,0.08,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-07-30,06:08:54,20:23:14,58.8,78.4,0.11,clear-day,Clear throughout the day.
2014-07-31,06:09:47,20:22:16,65.02,85.41,0.14,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-08-01,06:10:41,20:21:17,70.1,78.31,0.18,rain,Rain overnight.
2014-08-02,06:11:34,20:20:17,65.94,80.56,0.21,partly-cloudy-day,Partly cloudy until afternoon.
2014-08-03,06:12:28,20:19:15,70.28,82.59,0.24,rain,Heavy rain overnight.
2014-08-04,06:13:23,20:18:12,68.11,85.79,0.28,clear-day,Clear throughout the day.
2014-08-05,06:14:17,20:17:07,70.19,89.86,0.31,partly-cloudy-day,Partly cloudy in the afternoon.
2014-08-06,06:15:12,20:16:02,68.04,82.66,0.35,partly-cloudy-day,Partly cloudy until afternoon.
2014-08-07,06:16:07,20:14:54,69.65,84.01,0.38,partly-cloudy-day,Partly cloudy until afternoon.
2014-08-08,06:17:01,20:13:46,66.5,81.62,0.42,partly-cloudy-night,Partly cloudy overnight.
2014-08-09,06:17:56,20:12:36,68.48,83.3,0.46,rain,"Light rain starting in the afternoon, continuing until evening."
2014-08-10,06:18:52,20:11:25,69.32,84.45,0.49,partly-cloudy-day,Partly cloudy in the afternoon.
2014-08-11,06:19:47,20:10:13,66.21,82.13,0.54,rain,Light rain starting in the evening.
2014-08-12,06:20:42,20:08:59,70.5,75.97,0.57,rain,Heavy rain until evening.
2014-08-13,06:21:37,20:07:45,72.47,82.49,0.61,partly-cloudy-day,Partly cloudy until evening.
2014-08-14,06:22:32,20:06:29,62.36,83.02,0.65,partly-cloudy-day,Partly cloudy until afternoon.
2014-08-15,06:23:27,20:05:12,60.61,80.32,0.68,partly-cloudy-night,Partly cloudy overnight.
2014-08-16,06:24:22,20:03:54,63.4,82.57,0.72,partly-cloudy-night,Partly cloudy in the morning.
2014-08-17,06:25:17,20:02:35,69.61,84.92,0.75,partly-cloudy-day,Partly cloudy until evening.
2014-08-18,06:26:12,20:01:15,70.38,81.8,0.78,partly-cloudy-day,Partly cloudy throughout the day.
2014-08-19,06:27:07,19:59:54,72.06,83.29,0.82,partly-cloudy-night,Mostly cloudy in the morning.
2014-08-20,06:28:02,19:58:32,70.29,85.74,0.85,rain,Light rain in the evening.
2014-08-21,06:28:57,19:57:09,69.37,87.52,0.88,rain,Light rain starting in the evening.
2014-08-22,06:29:51,19:55:45,72.29,81.01,0.91,partly-cloudy-night,Partly cloudy overnight.
2014-08-23,06:30:46,19:54:20,70.08,73.83,0.94,rain,"Rain starting in the afternoon, continuing until evening."
2014-08-24,06:31:40,19:52:55,66.9,79.95,0.97,partly-cloudy-day,Partly cloudy until evening.
2014-08-25,06:32:34,19:51:28,64.45,81.33,0.99,clear-day,Clear throughout the day.
2014-08-26,06:33:29,19:50:01,63.91,86.24,0.03,clear-day,Clear throughout the day.
2014-08-27,06:34:23,19:48:33,66.17,87.53,0.06,clear-day,Clear throughout the day.
2014-08-28,06:35:17,19:47:04,70.24,83.9,0.09,partly-cloudy-day,Partly cloudy in the morning.
2014-08-29,06:36:10,19:45:35,61.5,80.31,0.13,partly-cloudy-night,Partly cloudy overnight.
2014-08-30,06:37:04,19:44:04,68.1,83.13,0.16,partly-cloudy-day,Partly cloudy starting in the afternoon.
2014-08-31,06:37:58,19:42:34,74.99,92.18,0.19,rain,Rain starting in the evening.
2014-09-01,06:38:51,19:41:02,75.13,89.36,0.23,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-09-02,06:39:45,19:39:30,75.58,91.84,0.26,rain,Rain in the evening.
2014-09-03,06:40:38,19:37:57,74.9,85.21,0.3,partly-cloudy-day,Partly cloudy until afternoon.
2014-09-04,06:41:31,19:36:24,70.46,88.02,0.34,partly-cloudy-day,Partly cloudy in the morning.
2014-09-05,06:42:24,19:34:51,74.74,90.06,0.37,clear-day,Clear throughout the day.
2014-09-06,06:43:17,19:33:17,73.73,91.21,0.41,rain,Heavy rain in the evening.
2014-09-07,06:44:10,19:31:42,68.86,81.07,0.45,partly-cloudy-day,Partly cloudy in the morning.
2014-09-08,06:45:03,19:30:07,67.99,74.18,0.48,partly-cloudy-day,Partly cloudy until evening.
2014-09-09,06:45:56,19:28:32,68.49,77.61,0.52,clear-day,Clear throughout the day.
2014-09-10,06:46:49,19:26:56,69.32,79.48,0.56,partly-cloudy-night,Partly cloudy overnight.
2014-09-11,06:47:42,19:25:20,70.83,87.39,0.6,partly-cloudy-day,Partly cloudy starting in the afternoon.
2014-09-12,06:48:34,19:23:44,65.61,77.09,0.63,partly-cloudy-day,Partly cloudy in the afternoon.
2014-09-13,06:49:27,19:22:07,63.09,70.67,0.67,rain,Rain in the afternoon.
2014-09-14,06:50:20,19:20:30,54.14,71.06,0.7,clear-day,Clear throughout the day.
2014-09-15,06:51:13,19:18:54,56.46,74.56,0.73,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-09-16,06:52:05,19:17:16,63.56,76.65,0.77,partly-cloudy-night,Partly cloudy in the morning.
2014-09-17,06:52:58,19:15:39,56.59,75.03,0.8,partly-cloudy-day,Partly cloudy in the afternoon.
2014-09-18,06:53:51,19:14:02,61.7,77.69,0.83,partly-cloudy-day,Partly cloudy until afternoon.
2014-09-19,06:54:44,19:12:25,58.92,75.13,0.86,partly-cloudy-day,Partly cloudy until afternoon.
2014-09-20,06:55:37,19:10:47,62.3,80.77,0.89,partly-cloudy-night,Partly cloudy in the morning.
2014-09-21,06:56:30,19:09:10,61.76,83.54,0.92,partly-cloudy-night,Partly cloudy starting in the evening.
2014-09-22,06:57:24,19:07:33,60.25,76.75,0.95,partly-cloudy-day,Partly cloudy until afternoon.
2014-09-23,06:58:17,19:05:55,51.77,71.97,0.98,clear-day,Clear throughout the day.
2014-09-24,06:59:11,19:04:18,55.8,71.19,0.01,rain,Light rain in the evening and overnight.
2014-09-25,07:00:05,19:02:41,61.45,67.19,0.04,rain,Rain until afternoon.
2014-09-26,07:00:59,19:01:04,59.63,76.44,0.07,clear-day,Clear throughout the day.
2014-09-27,07:01:53,18:59:28,56.79,81.71,0.11,clear-day,Clear throughout the day.
2014-09-28,07:02:47,18:57:52,58.56,79.27,0.14,clear-day,Clear throughout the day.
2014-09-29,07:03:42,18:56:15,63.18,71.74,0.18,partly-cloudy-night,Partly cloudy starting in the evening.
2014-09-30,07:04:36,18:54:40,65.29,76.62,0.21,partly-cloudy-night,Partly cloudy overnight.
2014-10-01,07:05:31,18:53:04,64.62,74.2,0.25,rain,Light rain in the morning.
2014-10-02,07:06:27,18:51:29,60.27,74.86,0.29,partly-cloudy-night,Partly cloudy overnight.
2014-10-03,07:07:22,18:49:55,61.7,71.46,0.32,rain,Rain starting in the evening.
2014-10-04,07:08:18,18:48:20,51.35,69.9,0.36,partly-cloudy-day,Partly cloudy until afternoon.
2014-10-05,07:09:14,18:46:47,42.67,62.81,0.4,clear-day,Clear throughout the day.
