date,sunriseTime,sunsetTime,temperatureMin,temperatureMax,moonPhase,icon,summary
2015-12-21,12:24:35,21:50:50,38.12,57.65,0.37,partly-cloudy-night,"Partly cloudy starting in the evening."
2015-12-22,12:25:05,21:51:18,52.13,60.4,0.4,rain,"Rain in the morning."
2015-12-23,12:25:32,21:51:49,56.96,65.02,0.44,rain,"Heavy rain until evening."
2015-12-24,12:25:58,21:52:21,63.25,68.32,0.47,rain,"Light rain in the morning."
2015-12-25,12:26:21,21:52:55,59.49,68.67,0.52,rain,"Rain starting in the afternoon, continuing until evening."
2015-12-26,12:26:43,21:53:31,51.75,60.2,0.55,rain,"Drizzle overnight."
2015-12-27,12:27:03,21:54:09,51.4,68.6,0.58,rain,"Light rain in the evening."
2015-12-28,12:27:20,21:54:48,41,60.11,0.61,rain,"Rain overnight."
2015-12-29,12:27:36,21:55:29,43.97,53.25,0.64,rain,"Light rain in the morning."
2015-12-30,12:27:50,21:56:12,48.58,53.61,0.67,rain,"Rain in the evening."
2015-12-31,12:28:02,21:56:56,45.61,55.61,0.7,partly-cloudy-day,"Partly cloudy until afternoon."
